label,company,address,city,state,zip,phone,fax,toll-free,website,description,employees,sales-volume,established,first-name-1,last-name-1,title-1,gender-1,first-name-2,last-name-2,title-2,gender-2,first-name-3,last-name-3,title-3,gender-3,first-name-4,last-name-4,title-4,gender-4,first-name-5,last-name-5,title-5,gender-5,first-name-6,last-name-6,title-6,gender-6,first-name-7,last-name-7,title-7,gender-07,first-name-08,last-name-8,title-8,gender-8,first-name-9,last-name-9,title-9,gender-9,first-name-10,last-name-10,title-10,gender-10,first-name-11,last-name-11,title-11,gender-11,first-name-12,last-name-12,title-12,gender-12,first-name-13,last-name-13,title-13,gender-13,first-name-14,last-name-14,title-14,gender-14,first-name-15,last-name-15,title-15,gender-15,first-name-16,last-name-16,title-16,gender-16,first-name-17,last-name-17,title-17,gender-17,first-name-18,last-name-18,title-18,gender-18,first-name-19,last-name-19,title-19,gender-19,first-name-20,last-name-20,title-20,gender-20,first-name-21,last-name-21,title-21,gender-21,first-name-22,last-name-22,title-22,gender-22,first-name-23,last-name-23,title-23,gender-23,first-name-24,last-name-24,title-24,gender-24,first-name-25,last-name-25,title-25,gender-25,first-name-26,last-name-26,title-26,gender-26,first-name-27,last-name-27,title-27,gender-27,first-name-28,last-name-28,title-28,gender-28,first-name-29,last-name-29,title-29,gender-29,first-name-30,last-name-30,title-30,gender-30,first-name-31,last-name-31,title-31,gender-31,first-name-32,last-name-32,title-32,gender-32,first-name-33,last-name-33,title-33,gender-33,first-name-34,last-name-34,title-34,gender-34,first-name-35,last-name-35,title-35,gender-35,first-name-36,last-name-36,title-36,gender-36,first-name-37,last-name-37,title-37,gender-37,first-name-38,last-name-38,title-38,gender-38,first-name-39,last-name-39,title-39,gender-39,first-name-40,last-name-40,title-40,gender-40,first-name-41,last-name-41,title-41,gender-41,first-name-42,last-name-42,title-42,gender-42,first-name-43,last-name-43,title-43,gender-43,first-name-44,last-name-44,title-44,gender-44,first-name-45,last-name-45,title-45,gender-45,first-name-46,last-name-46,title-46,gender-46,first-name-47,last-name-47,title-47,gender-47,first-name-48,last-name-48,title-48,gender-48,first-name-49,last-name-49,title-49,gender-49,first-name-50,last-name-50,title-50,gender-50
good-will-publishers-careers,Good Will Publishers Careers,1520 S York Rd,Gastonia,NC,28052,7048533237,7048611085,8005768627,Tapsmemorials.Com,"Good Will Publishers Is A Family-Owned Sales Organization. It Comprises 80 Sales Professionals IN Over 42 States IN The United States. The Company Offers Book Publishing And Printing Services. It Provides A Wide Variety Of Programs, Such As Direct Marketing Operations And Sponsorship Marketing. The Company Also Has More Than 15,000 Active Accounts. Good Will Publishers Was Started By Edward F. Gallagher IN 1938 As A Direct Sales Distributor Of Gift Books, And IN The 1960s It Developed A Series Of Public Relations Programs For Various Business Leaders And Professionals. The Company Operates More Than Seven Divisions, Including Wholesale Direct Marketing And Sponsorship Marketing Operations. It Is Located IN Gastonia, N.C.",160,"$22,840,000",1945,Robert M,Gallagher Pres,CEO,Male,Robert,Gallagher,President,Male,William,Schiffiano,Executive VP,Male,Richard G,Hoefling,Vice President,Male,Ed,Pankus,Vice President,Male,Linda,Wloch,Administrator,Female,Adam,Hudson,Director,Male,Johnathan,Crittenden,Regional Mgr,Male,Kelly,Ballard,Manager,Female,Kelly,Nichols,Manager,Female,Lorie,Parker,Manager,Female,Frances,Radford,HR Executive,Female,Billy,Schiffiano,Sales Exec,Male,Billy,Schiffiano,Marketing Exec,Male,Lesa,Houser,Finance Exec,Female,Les,Teahl,IT Executive,Male,Chris,Lynch,Purchase Exec,Male,Jay,Barnes,Sales,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-state-foods,Golden State Foods,8416 Triad Dr,Greensboro,NC,27409,3366680011,,,,,150,"$28,486,000",1975,Jim,Brooks,Manager,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-peanut-&-tree-nuts,Golden Peanut & Tree Nuts,301 W Pearl St,Aulander,NC,27805,2523451661,2523451991,,Goldenpeanut.Com,"Golden Peanut Company Is A Major Sheller And Processor Of Peanuts And Peanut Products With Headquarters IN Alpharetta, Ga. Golden's Primary Product Lines Include Raw Shelled And IN-Shell Peanuts, Peanut Flour, Various Peanut Oil And Peanut Seed. IN Addition, Golden Peanut Company Offers A Full-Line Of Partially Defatted Roasted Peanut Flours, Roasted Aromatic Peanut Oil, Along With Roasted Peanut Extract. Golden Serves Peanut Growers And Operates Processing Plants IN The Major Peanut Growing Areas Of The United States And Argentina. The Company Has Numerous Locations, Including Aulander, N.C.",100,"$195,803,000",1955,Merle,Yates,Mfg Exec,Male,Rachel,Morris,HR Executive,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
golden-belt-mfg-co,Golden Belt Mfg Co,807 E Main St,Durham,NC,27701,9196829394,,,,,100,"$26,263,000",1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gold-toe-brands-inc,Gold Toe Brands Inc,661 Plaid St,Burlington,NC,27215,3362293700,,,Gakm.Com,,650,"$70,392,000",1965,William C,Sheely Iii,Executive VP,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
god's-world-publications-inc,God's World Publications Inc,85 Tunnel Rd,Asheville,NC,28805,8282523255,,,Gwnews.Com,,110,"$94,142,000",,Nick,Eicher,CEO,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glen-raven-custom-fabrics-llc,Glen Raven Custom Fabrics LLC,268 US Highway 1 S,Norlina,NC,27563,2524562833,2524562833,,Glenraven.Com,"Founded IN 1880, Glen Raven Is A Family-Owned And Managed Company. It Provides A Variety Of Performance-Rich Fabrics Through A Network Of Distributors. The Company Offers Fabric, Hardware And Finishing Products To The Awning And Furniture Manufacturing And Marine Industries. Its Fabrics Are Used IN Making Convertible Cartops , Umbrellas, And Casual And Residential Furniture. It Offers Sunbrella And Dickson Brands, Which Are Sun Protection Fabrics That Include Tents And Protective Apparel. The Company Also Provides Residential And Industrial Upholstery. IN Addition, It Offers Glenguard Fabric For Workers IN The Gas And Oil And Electric Utility Industries. The Company Provides Jacquard And Dobby Weaving Services. Headquartered IN Glen Raven, N.C. It Maintains One Of Its Locations IN Norlina, N.C.",100,"$18,408,000",1978,Todd,Wemyss,Mfg Exec,Male,Catherine,Harris,HR Executive,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glaxo-smith-kline,Glaxo Smith Kline,3105 Chelmsford Dr,Durham,NC,27705,9194890110,,,Gsk.Com,,100,"$79,886,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gilead-sciences-inc,Gilead Sciences Inc,4611 University Dr,Durham,NC,27707,9192575880,,,,"Founded IN 1987, Gilead Sciences Is One Of The Leaders IN The Discovery And Development Of A New Class Of Human Therapeutics Based On Nucleotides, The Building Blocks Of Dna And Rna IN The United States. The Company Discovers, Develops And Commercializes Medications To Advance The Care Of Patients Suffering From Life-Threatening Diseases. Headquartered IN Foster City, Calif., It Serves North America, Europe And Australia And Employs A Staff Of More Than 3,400 Individuals. Gilead Sciences  Areas Of Focus Include Antivirals, Such As Hiv/Aids And Chronic Hepatitis, As Well As Cardiovascular Conditions, Including Pulmonary Arterial Hypertension And Resistant Hypertension. The Company Also Conducts Studies On Various Respiratory Diseases, Such As Influenza And Cystic Fibrosis. It Maintains A Location IN Durham, N.C.",180,"$143,795,000",1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gerber-products-co,Gerber Products Co,1840 Hendersonville Rd,Asheville,NC,28803,8282741511,,,,,500,"$167,595,000",1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
georgia-pacific-corp,Georgia-Pacific Corp,2457b Old MT Olive Hwy,Dudley,NC,28333,9197347420,9197360433,,Gp.Com,,130,"$368,282,000",,Timmy,Anderson,Site Manager,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
georgia-pacific-corp,Georgia Pacific Corp,711 E Vance St,Murfreesboro,NC,27855,9193984121,,,,,300,"$154,696,000",,Bill,Mc Clenney,Manager,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
georgia-pacific-corp,Georgia-Pacific Corp,1980 Georgia Pacific Rd,Chadbourn,NC,28431,9106425081,9106429207,,Gp.Com,"Maintaining A Saw Mill Facility IN Chadbourn, N.C., Georgia-Pacific Corporation Is One Of The World S Leading Manufacturers And Marketers Of Tissue, Packaging, Paper, Building Products And Related Chemicals. Headquartered IN Atlanta, The Company Employs Nearly 55,000 People At More Than 300 Locations IN North America And Europe. Its Consumer Tissue Brands Include Quilted Northern, Angel Soft, Brawny, Sparkle, Soft 'n Gentle, Mardi Gras, So-Dri And Vanity Fair, As Well As The Dixie Brand Of Disposable Cups, Plates And Cutlery. Georgia-Pacific Corporation S Building Products Manufacturing Companies Are Among The United States  Leading Suppliers Of Building Products To Lumber And Building Materials Dealers, As Well As To Large Do-It-Yourself Warehouse Retailers.",107,"$20,753,000",1970,Steven,Handlos,Site Manager,Male,Steven,Handlos,COO,Male,Linda,Williams,CFO,Female,Daniel,Price,Sales Exec,Male,Jonathan,Simmons,Cmo,Male,Jonathan,Simmons,Purchase Exec,Male,Dale,Stanley,Telecom Exec,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
georgia-pacific-corp,Georgia-Pacific Corp,142 NC Highway 561 E,Ahoskie,NC,27910,2523323197,,,,,100,"$20,017,000",,Lloyd,Johnston,Manager,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
george-weston-bakery-inc,George Weston BAKERY Inc,1029 Cox Rd,Gastonia,NC,28054,7048673631,7048675531,,Bimbobakeriesusa.Com,"Bimbo Bakeries Usa Operates More Than 15 Bakeries And Distributes Products Throughout The United States. The Company S Product Line Includes Breads, Buns, Cookies, Snack Cakes, Tortillas, Cakes, Bagels And Muffins. It Offers Donuts And Pastries Under The Trade Names Of Oroweat, Mrs. Baird S, Bimbo, Tia Rosa, Marinela And Francisco. Bimbo Bakeries Usa Provides Seedless Rye Breads And Whole Wheat Hamburger And Hot Dog Buns. IN Addition, The Company Offers Pies And Chocolate-Covered Cakes. It Is A Division Of Grupo Bimbo, Which Is One Of The World's Largest Baking Companies With Over 97,000 Associates And Operations IN Nearly 15 Countries Throughout North America, South America, Asia And Europe.",150,"$9,838,000",,Dale,Bumgarner,Site Manager,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
george-c-moore-co,George C Moore Co,1389 N Broad St,Edenton,NC,27932,2524824408,,,,,235,"$11,895,000",1963,Cheryl,Debartolo,Marketing,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
genwove-us-ltd,Genwove US LTD,100 Plyler Rd,Indian Trail,NC,28079,7048217628,,,,"Genwove U.S Provides A Complete Line Of Veneer, Lumber And Log Products Throughout The United States. It Offers A Wide Variety Of Veneers Including Amboina Burl, Ash Brown, Beech European, Birch Yellow, Cherry, Macassar, Hemlock, Honeytree, Mahogany Africa, Lacewood Australian, Maple Burl, And Oak English Brown. The Company Also Offers Other Varieties Of Veneer, Such As Oak Red, Padauk African, Pearwood Dyed, Pecan, Pine Oregon, Rosewood Brazilian, Satinwood, Teak, Walnut American Black, Wenge, And Zebrawood. It Is An Affiliate Of A Canada-Based Company, Green Woods And Veneers, Which Is One Of The Major Enterprises IN The Worldwide Wood Industry. Its Consultancy Division Offers A Wide Range Of Services IN The Forestry Sector To Governments, Para-Governmental And Private Organizations. Genwove U.S Is Headquartered IN Indian Trail, N.C.",160,"$30,288,000",1973,Andrew,Robertson,Manager,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
general-microcircuits-inc,General Microcircuits Inc,1133 N Main St,Mooresville,NC,28115,7046635975,7046636569,,Ewmfg.Com,"General Microcircuits Incorporated (Gmi) Is A Single Source For Design And Contract Manufacturing Of Electronic Products. The Company Can Create Original Designs As Well As Evaluate And Improve Existing Products For Greater Reliability, Ease Of Manufacture And Lower Cost. Gmi Provides A Choice Of Domestic And Offshore Manufacturing To Meet Varying Needs And Volumes. It Has Built Products For Customers IN Many Industries, Including Industrial Controls, Computers, Telecommunications, Security, Medical, Consumer And Automotive. The Company Supports More Than 600 Projects For Dozens Of Customers. Gmi S Flexibility And Experience Enables The Company To Respond With Diversified Products. General Microcircuits Incorporated Is Based IN Mooresville, N.C.",104,"$18,262,000",1981,David,Dalton,CEO,Male,David,Dalton,President,Male,Jay,Handley,Vice President,Male,Tracy,Bates,Director,Female,Mark,Cole,Director,Male,Bob,Gruber,Director,Male,Ralf,Maier,Director,Male,Staton,Williams,General Mgr,,Ric,Bond,Manager,Male,David,Bush,Manager,Male,Jimmy,Gunter,Manager,Male,Kathy,Johnson,Manager,Female,Jeff,Loftin,Manager,Male,Alan,Morris,Manager,Male,Diane,Thompson,CFO,Female,Pam,Isenhower,HR Executive,Female,Dave,Dalton,Sales Exec,Male,David,Dalton,Marketing Exec,Male,Thomas,Evans,Finance Exec,Male,Julian,Adney,IT Executive,Male,Sean,Robillard,Engr/Tech,Male,Calvin,Ward,Purchase Exec,Male,Julian,Adney,Telecom Exec,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
general-marble-co,General Marble Co,350 N Generals Blvd,Lincolnton,NC,28092,7047325000,,,Rsihomeproducts.Com,,350,"$28,299,000",1997,Alex,Calabrese,President,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
general-dynamics-msn-systs-inc,General Dynamics Msn Systs Inc,1700 Cable Dr NE,Conover,NC,28613,8286955178,,,Gdmissionsystems.Com,,110,"$18,576,000",,Kevin,Sutton,Director,Male,Steve,Hendrix,Manager,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
general-dynamics-land-systems,General Dynamics Land Systems,3300 Jim Thorpe Hwy,Roxboro,NC,27574,3365972381,,,Generaldynamics.Com,,200,"$101,783,000",,Christopher,Farrell,Marketing,Male,Grady,Sanner,Marketing,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
general-dynamics-corp,General Dynamics Corp,4 Lakepointe Plaza2118 Water R,Charlotte,NC,28217,9802352200,,,Generaldynamics.Com,,180,"$47,053,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
general-dynamics-corp,General Dynamics Corp,121 N Green St,Robbins,NC,27325,9109484131,,,,,180,"$42,218,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
general-dynamics-advanced,General Dynamics Advanced,3801 Boren Dr,Greensboro,NC,27407,3364557767,3363239634,8774490600,Gd-Ais.Com,"General Dynamics Corporation Is One Of The Leading Designers, Developers, Manufacturers And Marketers Of Midsize And Intercontinental Business Jet Aircraft. The Company Works With Mission-Critical Information Systems And Technologies; Land And Expeditionary Combat Systems, Armaments And Munitions; Shipbuilding And Marine Systems; And Business Aviation. General Dynamics Corporation Has Several Divisions, Such As Aerospace, Combat Systems, Information Systems, And Technology And Marine Systems. The Company Provides Maintenance And Refurbishment Services For A Variety Of Business Jets. General Dynamics Corporation S Aerospace Division Is Comprised Of Gulfstream Aerospace And General Dynamics Aviation Services. The Company Employs Approximately 72,200 People Throughout The World. General Dynamics Corporation Maintains Its Headquarters IN Falls Church, Va., As Well As A Location IN Greesboro, N.C.",100,"$10,933,000",,Lou,Vaughn Thaer,Manager,Female,Mike,Adams,Manager,Male,Jim,Edenfield,Manager,Male,Barry,Frye,Manager,Male,Vivian,Stowe,Manager,Female,Rob,Torres,Manager,Male,Sheila,Owens,HR Executive,Female,Vivian,Brannock,Sales Exec,Female,Mary Ann,Onega,Cmo,Female,Richard,Magrini,Engr/Tech,Male,Mark,Reardon,Purchase Exec,Male,Shawn,Monday,Telecom Exec,Male,Bill,Moss,Finance,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geiger-automotive-usa-inc,Geiger Automotive USA Inc,1931 Jorache Ct,Gastonia,NC,28052,7046712506,,,Geigerautomotive.Com,,100,"$20,260,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ge-ind-&-power-systems,GE Ind & Power Systems,2300 Yorkmont Rd # 600,Charlotte,NC,28217,7043297050,,,,,100,"$20,386,000",,Dick,Hargrove,Manager,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ge-aviation,GE Aviation,400 The Professional Dr,West Jefferson,NC,28694,3368461445,,,,,180,"$42,218,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gaylord-inc,Gaylord Inc,308 Parson St,Wadesboro,NC,28170,7046942434,,,Medspec.Com,,100,"$9,970,000",,Rick,Gaylord,Owner,Male,Sandra,Ratliffe,HR Executive,Female,Scott,Gaylord,Sales Exec,Male,Scott,Gaylord,Marketing Exec,Male,Sandra,Ratliffe,Finance Exec,Female,Sandra,Ratliffe,IT Executive,Female,Pat,Honeycutt,Purchase Exec,Female,Sandra,Ratliffe,Telecom Exec,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gayles-aerospace-parts-co,Gayles Aerospace Parts Co,423 W 8th St # 74,Charlotte,NC,28202,7047073757,,,Gapco2.Com,,180,"$47,053,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gates-rubber-co,Gates Rubber Co,101 Gates Ln,Jefferson,NC,28640,3362467185,3362466718,,Gates.Com,,300,"$300,717,000",,Mike,Ianke,Manager,Male,Barbara,Brinegar,Manager,Female,Dwayne,Howell,Manager,Male,Charlie,Ochoa,IT Executive,Male,Adrian,Dillard,Engr/Tech,Male,Ken,Jones,Engr/Tech,Male,Gene,Osborne,Engr/Tech,Male,Joel,Weaver,Engr/Tech,Male,Jim,Arbuckle,Other,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
